TIME,POSITION_LOCAL:X,POSITION_LOCAL:Y,POSITION_LOCAL:Z,VELOCITY:X,VELOCITY:Y,VELOCITY:Z,ATTITUDE:X,ATTITUDE:Y,ATTITUDE:Z,u_l1:X,u_l1:Y,u_l1:Z,sigma_hat:X,sigma_hat:Y,sigma_hat:Z,U_OUTPUT:X,U_OUTPUT:Y,U_OUTPUT:Z,U_REF:X,U_REF:Y,U_REF:Z,HEADING,FLIGHT_MODE,BATTERY_VOLTAGE,BATTERY_CURRENT,THROTTLE,ESTIMATED_MASS
2023-10-19 23:30:40.610136,0.10693099349737167,-0.0912594422698021,5.843905448913574,-0.018333809450268745,0.014473317191004753,0.0009445534669794142,0.00188936828635633,0.0021500266157090664,-0.0001779379672370851,0.0,0.0,0.0,0.0,0.0,0.0,17.345185412525897,-0.0021430131547111476,-0.0023769241877153067,17.345185412525897,-0.0021430131547111476,-0.0023769241877153067,359,GUIDED,12.587,0.0,0.3046334061276713,0.0
2023-10-19 23:30:40.638021,0.1071072593331337,-0.09134609252214432,5.84376859664917,-0.018157076090574265,0.014148054644465446,0.0011353694135323167,0.001869152532890439,0.0021443222649395466,-0.0001237945689354092,0.0,0.0,0.0,0.0,0.0,0.0,17.345185412525897,-0.0021430131547111476,-0.0023769241877153067,17.345185412525897,-0.0021430131547111476,-0.0023769241877153067,0,GUIDED,12.587,0.0,0.3046334061276713,0.0
2023-10-19 23:30:40.678037,0.10699544847011566,-0.09125345945358276,5.843757152557373,-0.018210474401712418,0.014115299098193645,0.0011882109101861715,0.0019089955603703856,0.002163196913897991,-0.0002019896637648344,0.0,0.0,0.0,0.0,0.0,0.0,17.345185412525897,-0.0021430131547111476,-0.0023769241877153067,17.345185412525897,-0.0021430131547111476,-0.0023769241877153067,359,GUIDED,12.587,0.0,0.3046334061276713,0.0
2023-10-19 23:30:40.716845,0.10699856281280518,-0.09124061465263367,5.843624114990234,-0.018179889768362045,0.01395405363291502,0.0014331733109429479,0.00194929086137563,0.0021487141493707895,-0.00013520456559490412,0.0,0.0,0.0,0.0,0.0,0.0,17.344078922540724,-0.002196479510275015,-0.002363456640926702,17.344078922540724,-0.002196479510275015,-0.002363456640926702,359,GUIDED,12.587,0.0,0.30461701003987146,0.0
2023-10-19 23:30:40.731975,0.10700512677431107,-0.09124422818422318,5.843601703643799,-0.018163347616791725,0.013920491561293602,0.0014157918049022555,0.0019263483118265867,0.0021663031075149775,-0.0001794012205209583,0.0,0.0,0.0,0.0,0.0,0.0,17.344078922540724,-0.002196479510275015,-0.002363456640926702,17.344078922540724,-0.002196479510275015,-0.002363456640926702,359,GUIDED,12.587,0.0,0.30461701003987146,0.0
2023-10-19 23:30:40.745727,0.10699180513620377,-0.09123577922582626,5.843560695648193,-0.01815573126077652,0.013880809769034386,0.0014194693649187684,0.0019081821665167809,0.0021627554669976234,-0.00010733473754953593,0.0,0.0,0.0,0.0,0.0,0.0,17.344078922540724,-0.002196479510275015,-0.002363456640926702,17.344078922540724,-0.002196479510275015,-0.002363456640926702,0,GUIDED,12.587,0.0,0.30461701003987146,0.0
2023-10-19 23:30:40.769298,0.10676223784685135,-0.09106804430484772,5.843517780303955,-0.018295446410775185,0.013902483507990837,0.0014396534534171224,0.0019799924921244383,0.0021915666293352842,-0.00018142872431781143,0.0,0.0,0.0,0.0,0.0,0.0,17.344078922540724,-0.002196479510275015,-0.002363456640926702,17.344078922540724,-0.002196479510275015,-0.002363456640926702,0,GUIDED,12.587,0.0,0.30461701003987146,0.0
2023-10-19 23:30:40.785359,0.10672540962696075,-0.09104393422603607,5.84349250793457,-0.01831001602113247,0.0139054199680686,0.001454784069210291,0.0019565545953810215,0.0021868282929062843,-0.00013530049182008952,0.0,0.0,0.0,0.0,0.0,0.0,17.344078922540724,-0.002196479510275015,-0.002363456640926702,17.344078922540724,-0.002196479510275015,-0.002363456640926702,0,GUIDED,12.587,0.0,0.30461701003987146,0.0
2023-10-19 23:30:40.795380,0.10665861517190933,-0.09099236875772476,5.8434834480285645,-0.018330464139580727,0.013903943821787834,0.0014800706412643194,0.002001015702262521,0.0021606136579066515,-0.00015777467342559248,0.0,0.0,0.0,0.0,0.0,0.0,17.344078922540724,-0.002196479510275015,-0.002363456640926702,17.344078922540724,-0.002196479510275015,-0.002363456640926702,0,GUIDED,12.587,0.0,0.30461701003987146,0.0
2023-10-19 23:30:40.811291,0.10685275495052338,-0.09113942831754684,5.843441486358643,-0.018173033371567726,0.013758831657469273,0.0015310103772208095,0.0020276689901947975,0.0021785846911370754,-9.269679867429659e-05,0.0,0.0,0.0,0.0,0.0,0.0,17.344078922540724,-0.002196479510275015,-0.002363456640926702,17.344078922540724,-0.002196479510275015,-0.002363456640926702,0,GUIDED,12.587,0.0,0.30461701003987146,0.0
2023-10-19 23:30:40.821997,0.10693095624446869,-0.09119907021522522,5.843422889709473,-0.018128739669919014,0.013708030804991722,0.001519255107268691,0.002022312954068184,0.0022017178125679493,-0.00014320075570140034,0.0,0.0,0.0,0.0,0.0,0.0,17.344078922540724,-0.002196479510275015,-0.002363456640926702,17.344078922540724,-0.002196479510275015,-0.002363456640926702,0,GUIDED,12.587,0.0,0.30461701003987146,0.0
