TIME,POSITION_LOCAL:X,POSITION_LOCAL:Y,POSITION_LOCAL:Z,VELOCITY:X,VELOCITY:Y,VELOCITY:Z,ATTITUDE:X,ATTITUDE:Y,ATTITUDE:Z,u_l1:X,u_l1:Y,u_l1:Z,sigma_hat:X,sigma_hat:Y,sigma_hat:Z,U_OUTPUT:X,U_OUTPUT:Y,U_OUTPUT:Z,U_REF:X,U_REF:Y,U_REF:Z,HEADING,FLIGHT_MODE,BATTERY_VOLTAGE,BATTERY_CURRENT,THROTTLE,ESTIMATED_MASS
2023-10-19 22:59:56.151719,0.06233655661344528,-0.0488729327917099,6.000790596008301,-0.01780216582119465,0.011260968632996082,-0.0008699629106558859,0.0028039186727255583,0.002066731918603182,-0.00017108971951529384,-0.03985216174153035,-0.001824886049261306,-0.0015784008828060188,0.03498237356357335,0.0013360123879839173,0.0009501420285019621,22.114486323925018,-0.0026174509792989474,-0.0020844674051576054,22.15433848566655,-0.0007925649300376414,-0.0005060665223515866,0,GUIDED,12.587,0.0,0.3753054208183303,2.2585858585858594
2023-10-19 22:59:56.158560,0.062359124422073364,-0.04889721795916557,6.0007829666137695,-0.017797784879803658,0.011310379020869732,-0.0009395114611834288,0.0028239816892892122,0.0020509816240519285,-0.00016951232100836933,-0.03985216174153035,-0.001824886049261306,-0.0015784008828060188,0.03498237356357335,0.0013360123879839173,0.0009501420285019621,22.114486323925018,-0.0026174509792989474,-0.0020844674051576054,22.15433848566655,-0.0007925649300376414,-0.0005060665223515866,0,GUIDED,12.587,0.0,0.3753054208183303,2.2585858585858594
2023-10-19 22:59:56.166042,0.06218062713742256,-0.048783402889966965,6.000772953033447,-0.01791098155081272,0.01145373098552227,-0.0010128978174179792,0.0028239816892892122,0.0020509816240519285,-0.00016951232100836933,-0.036636605197275324,-0.0018281592700302917,-0.0015750695851564872,0.014695354342890245,0.0016908380444008414,0.0018230846591596424,22.117701880469273,-0.002620724200067933,-0.0020811361075080735,22.15433848566655,-0.0007925649300376414,-0.0005060665223515866,0,GUIDED,12.587,0.0,0.3753530692816074,2.2585858585858594
2023-10-19 22:59:56.185442,0.062198322266340256,-0.04881346970796585,6.0007548332214355,-0.017908919602632523,0.011543432250618935,-0.0011630909284576774,0.0028423380572348833,0.002035367302596569,-0.00017020598170347512,-0.03364709764612869,-0.0018312749923543841,-0.0015716071776909898,0.022696026496608086,0.0011384889766693335,0.0010218581798274715,22.120691388020422,-0.0026238399223920254,-0.0020776737000425764,22.15433848566655,-0.0007925649300376414,-0.0005060665223515866,0,GUIDED,12.587,0.0,0.3753973681265529,2.2585858585858594
2023-10-19 22:59:56.195832,0.06219397112727165,-0.04881994053721428,6.000744342803955,-0.017893094569444656,0.011599238030612469,-0.0012043124297633767,0.0028488626703619957,0.0020278252195566893,-0.00014566181926056743,-0.03103141782241441,-0.001834207044002159,-0.0015680225076098505,0.018865799149628125,0.0016785761866494624,0.0016296623915024297,22.12709634131553,-0.054986649518800224,-0.0544339665749742,22.158127759137944,-0.05315244247479806,-0.05286594406736435,0,GUIDED,12.587,0.0,0.37549227741447033,2.2585858585858594
2023-10-19 22:59:56.204867,0.0621810182929039,-0.048819802701473236,6.000733852386475,-0.017896903678774834,0.011655223555862904,-0.0012231027940288186,0.002828331431373954,0.0020329179242253304,-0.00010157234646612778,-0.03103141782241441,-0.001834207044002159,-0.0015680225076098505,0.018865799149628125,0.0016785761866494624,0.0016296623915024297,22.12709634131553,-0.054986649518800224,-0.0544339665749742,22.158127759137944,-0.05315244247479806,-0.05286594406736435,0,GUIDED,12.587,0.0,0.37549227741447033,2.2585858585858594
2023-10-19 22:59:56.215936,0.06200149282813072,-0.04870259016752243,6.000721454620361,-0.01802077144384384,0.011790420860052109,-0.0013218706008046865,0.002801313530653715,0.0020421906374394894,-0.00010167834261665121,-0.028796253551092443,-0.001836968900553462,-0.0015643646565692653,0.022645268933926457,0.046397495774866584,0.04647237712458818,22.12933150558685,-0.05498941137535152,-0.05443030872393361,22.158127759137944,-0.05315244247479806,-0.05286594406736435,0,GUIDED,12.587,0.0,0.37552539831943177,2.2585858585858594
2023-10-19 22:59:56.225551,0.0619795098900795,-0.04869547113776207,6.000709056854248,-0.017983000725507736,0.011792749166488647,-0.0014996338868513703,0.0030225273221731186,0.002276261802762747,0.00014657063002232462,-0.028796253551092443,-0.001836968900553462,-0.0015643646565692653,0.022645268933926457,0.046397495774866584,0.04647237712458818,22.12933150558685,-0.05498941137535152,-0.05443030872393361,22.158127759137944,-0.05315244247479806,-0.05286594406736435,0,GUIDED,12.587,0.0,0.37552539831943177,2.2585858585858594
2023-10-19 22:59:56.236475,0.061950016766786575,-0.04868289455771446,6.0006937980651855,-0.017928799614310265,0.011772559955716133,-0.0017853120807558298,0.004454773385077715,0.003612789325416088,0.000510856625624001,-0.02687929608992459,-0.0018397596245634464,-0.0015608683231377485,-0.003926977170751413,0.039244664867503,0.03897821531508771,22.13124846304802,-0.05499220209936151,-0.054426812390502094,22.158127759137944,-0.05315244247479806,-0.05286594406736435,0,GUIDED,12.587,0.0,0.37555380400160066,2.2585858585858594
2023-10-19 22:59:56.245424,0.061911772936582565,-0.048663798719644547,6.000677108764648,-0.018129080533981323,0.012017732486128807,-0.0019210936734452844,0.0077789463102817535,0.006390988826751709,0.0006806971505284309,-0.02687929608992459,-0.0018397596245634464,-0.0015608683231377485,-0.003926977170751413,0.039244664867503,0.03897821531508771,22.13124846304802,-0.05499220209936151,-0.054426812390502094,22.158127759137944,-0.05315244247479806,-0.05286594406736435,0,GUIDED,12.587,0.0,0.37555380400160066,2.2585858585858594
