TIME,POSITION_LOCAL:X,POSITION_LOCAL:Y,POSITION_LOCAL:Z,POSITION_GLOBAL:X,POSITION_GLOBAL:Y,POSITION_GLOBAL:Z,VELOCITY:X,VELOCITY:Y,VELOCITY:Z,ATTITUDE:X,ATTITUDE:Y,ATTITUDE:Z,u_l1:X,u_l1:Y,u_l1:Z,sigma_hat:X,sigma_hat:Y,sigma_hat:Z,U_OUTPUT:X,U_OUTPUT:Y,U_OUTPUT:Z,U_REF:X,U_REF:Y,U_REF:Z,HEADING,FLIGHT_MODE,BATTERY_VOLTAGE,BATTERY_CURRENT
2023-09-24 21:50:53.375761,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.379382,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.389548,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.399577,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.419151,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.427286,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.438759,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.442137,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.452136,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.465080,-0.012494840659201145,-0.02755778469145298,5.22087287902832,,,,0.01,-0.01,-0.0,0.0008215519483201206,-0.0029679180588573217,0.0002786791301332414,0.0,0.0,0.0,0.0,0.0,0.0,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,22.247902877989944,-0.0027396834125690724,-0.0006928844483003396,0,2,12.587,0.0
2023-09-24 21:50:53.481414,-0.013456903398036957,-0.030985170975327492,5.221174716949463,,,,0.01,-0.01,-0.0,0.0008224421762861311,0.005807798355817795,0.00024612309061922133,0.0,0.0,0.0,0.0,0.0,0.0,22.247204255058236,-0.002908920864457189,-0.0006361325132189397,22.247204255058236,-0.002908920864457189,-0.0006361325132189397,0,2,12.587,0.0
2023-09-24 21:50:53.514403,-0.013456903398036957,-0.030985170975327492,5.221174716949463,,,,0.01,-0.01,-0.0,0.0008224421762861311,0.005807798355817795,0.00024612309061922133,0.0,0.0,0.0,0.0,0.0,0.0,22.247204255058236,-0.002908920864457189,-0.0006361325132189397,22.247204255058236,-0.002908920864457189,-0.0006361325132189397,0,2,12.587,0.0
2023-09-24 21:50:53.520783,-0.013456903398036957,-0.030985170975327492,5.221174716949463,,,,0.01,-0.01,-0.0,0.0008224421762861311,0.005807798355817795,0.00024612309061922133,0.0,0.0,0.0,0.0,0.0,0.0,22.247204255058236,-0.002908920864457189,-0.0006361325132189397,22.247204255058236,-0.002908920864457189,-0.0006361325132189397,0,2,12.587,0.0
