acceleration,a_hat,action,penalty,force_norm,angles
"[0.0, 0.0, 0.0]","[-0.013967290090929065, 0.012219094064937281, -2.242327520041845]",1.3434343434343434,0.6806125752547012,17.352190082100286,[-0.00161464 -0.00184565  0.        ]
"[0.0, 0.0, 0.0]","[-0.013967290090929065, 0.012219094064937281, -2.242327520041845]",1.3434343434343434,0.9449594020217692,17.352190082100286,[-0.00161464 -0.00184565  0.        ]
"[0.0, 0.0, 0.0]","[-0.013967290090929065, 0.012219094064937281, -2.242327520041845]",1.8686868686868687,0.17797930696605577,17.352190082100286,[-0.00161464 -0.00184565  0.        ]
"[0.0, 0.0, 0.0]","[-0.013967290090929065, 0.012219094064937281, -2.242327520041845]",1.8686868686868687,2.2842455554672236,17.352190082100286,[-0.00161464 -0.00184565  0.        ]
"[0.0, 0.0, 0.0]","[-0.013967290090929065, 0.012219094064937281, -2.242327520041845]",1.0,1.115458977974415,17.352190082100286,[-0.00161464 -0.00184565  0.        ]
"[0.0, 0.0, 0.0]","[-0.013967290090929065, 0.012219094064937281, -2.242327520041845]",1.0,0.2278050998353621,17.352190082100286,[-0.00161464 -0.00184565  0.        ]
"[0.0, 0.0, 0.0]","[-0.013967290090929065, 0.012219094064937281, -2.242327520041845]",2.8181818181818183,0.07717989641184428,17.352190082100286,[-0.00161464 -0.00184565  0.        ]
"[0.0, 0.0, 0.0]","[-0.013967290090929065, 0.012219094064937281, -2.242327520041845]",2.8181818181818183,0.11465050708062986,17.352190082100286,[-0.00161464 -0.00184565  0.        ]
"[0.0, 0.0, 0.0]","[-0.01417133929797703, 0.012085711733035295, -2.242621878137873]",1.6464646464646466,0.04399602204615886,17.351515520554624,[-0.00159708 -0.00187269  0.        ]
"[0.0, 0.0, 0.0]","[-0.01417133929797703, 0.012085711733035295, -2.242621878137873]",1.6464646464646466,0.2287185303741942,17.351515520554624,[-0.00159708 -0.00187269  0.        ]
"[0.0, 0.0, 0.0]","[-0.01417133929797703, 0.012085711733035295, -2.242621878137873]",1.8080808080808082,0.15216111469412508,17.351515520554624,[-0.00159708 -0.00187269  0.        ]
"[0.0, 0.0, 0.0]","[-0.01417133929797703, 0.012085711733035295, -2.242621878137873]",1.8080808080808082,0.09262928825902594,17.351515520554624,[-0.00159708 -0.00187269  0.        ]
"[0.0, 0.0, 0.0]","[-0.01417133929797703, 0.012085711733035295, -2.242621878137873]",1.7070707070707072,0.09748252572649244,17.351515520554624,[-0.00159708 -0.00187269  0.        ]
"[0.0, 0.0, 0.0]","[-0.01417133929797703, 0.012085711733035295, -2.242621878137873]",1.7070707070707072,0.8955631112150649,17.351515520554624,[-0.00159708 -0.00187269  0.        ]
