acceleration,a_hat,action,penalty,force_norm,angles
"[-0.49999999999999906, 0.0, 0.0]","[0.03282252387612764, 0.08154282177311686, 4.514746593348559]",1.0,1.875155019157328,22.42805579690538,[-0.00569237  0.00229131  0.        ]
"[0.0, 0.0, 0.0]","[0.027318270168736756, 0.07550762089282137, 4.509785578959764]",1.0,5.950702671944249,22.42021878737618,[-0.0052729   0.00190773  0.        ]
"[0.0, 0.0, 0.0]","[0.01408909099725908, 0.0674362890662181, 4.489988697853611]",2.5353535353535355,0.9840937118283024,22.38913101222399,[-0.00471579  0.00098525  0.        ]
"[-0.5000000000000004, 0.0, 0.0]","[-0.0031895900535941807, 0.05882857959859636, 4.463749337119163]",2.5353535353535355,1.163380864380904,22.347979727255115,[-0.00412143 -0.00022346  0.        ]
"[0.0, 0.0, 0.0]","[-0.022071217579077842, 0.05106989496058807, 4.446666705873142]",2.6363636363636367,1.6317883978802747,22.321213792063304,[-0.00358216 -0.00154813  0.        ]
"[0.0, 0.0, 0.0]","[-0.04098648531344064, 0.04509080380644485, 4.446269975032045]",2.6363636363636367,1.868358281385017,22.320626576361946,[-0.00316285 -0.00287497  0.        ]
"[0.0, 0.0, 0.0]","[-0.05878456800654514, 0.041316566851777155, 4.458839753784165]",2.090909090909091,0.8576742430136894,22.340385882245926,[-0.00289555 -0.00411976  0.        ]
"[-0.5000000000000004, 0.0, 0.5]","[-0.07527684299886811, 0.03975821225600937, 4.476006912381519]",2.090909090909091,1.4331069043798055,22.36737764613954,[-0.00278297 -0.00526922  0.        ]
"[0.0, 0.0, 0.0]","[-0.056167155911152365, 0.021669650763461043, 4.477076766512674]",1.8888888888888888,0.6175683292497213,22.36885412929621,[-0.00151672 -0.00393131  0.        ]
"[0.0, 0.0, 0.0]","[-0.07156867502549537, 0.02349363944814483, 4.475051153940144]",1.8888888888888888,0.4877192249722834,22.365795067359173,[-0.00164461 -0.00501     0.        ]
"[0.0, 0.0, 0.0]","[-0.08615863662316206, 0.026238373008033805, 4.453814901178294]",2.2929292929292933,0.4431892377680907,22.332680637579138,[-0.00183947 -0.00604029  0.        ]
"[-0.49999999999999906, 0.0, 0.0]","[-0.11357948704490894, 0.03246845232981321, 4.402926746935579]",2.2929292929292933,0.4704889089287948,22.253330659773795,[-0.00228435 -0.00799111  0.        ]
