acceleration,a_hat,action,penalty,force_norm,angles
"[0.0, -0.006883977336575205, -0.012053655909735547]","[-0.14230553100037563, 0.11013720140589307, 19.93086376204707]",0.8909090909090909,20.20224412769965,14.60032763426077,[-0.00370317 -0.00478481  0.        ]
"[0.0, -0.009455978053940738, -0.005716857754848106]","[-0.07841325177571719, 0.060687845672634966, 6.5778228892912445]",1.3454545454545455,6.732096822548385,14.60032763426077,[-0.00370317 -0.00478481  0.        ]
"[0.0, -0.033273022679592194, -0.1283622200873897]","[-0.05192228833797488, 0.040185195107555575, 1.04139623750366]",0.2,1.2951389637161723,14.60032763426077,[-0.00370317 -0.00478481  0.        ]
"[-0.0420886293707793, 0.005371150082815208, -0.11881804953161862]","[-0.34929539427364925, 0.27033676708719206, 63.190301961388265]",1.9636363636363634,63.88129239282713,14.60032763426077,[-0.00370317 -0.00478481  0.        ]
"[-0.027929538026204605, -0.008191643633830119, -0.02779779982999074]","[-0.03151721723550825, 0.03095550938011989, -2.351655595151077]",1.4,2.36659262754434,14.645733189882549,[-0.00415039 -0.00422574  0.        ]
"[-0.0965710974751495, -0.00367026606354166, -0.05400184767769139]","[-0.04420596703162196, 0.04341811705263569, 0.6510544899179685]",1.7454545454545454,0.8045098511553648,14.645733189882549,[-0.00415039 -0.00422574  0.        ]
"[-0.014818849824643071, 0.007910075923394343, -0.0033914409588467064]","[-0.035456869389946785, 0.03482494805263488, -1.4193625445449625]",1.4,1.46352399528066,14.645733189882549,[-0.00415039 -0.00422574  0.        ]
"[-0.018661069474098096, 0.007524892558167795, -0.0006887467907213578]","[-0.04420596703162196, 0.04341811705263569, 0.6510544899179685]",1.1454545454545455,0.7131813587606817,14.645733189882549,[-0.00415039 -0.00422574  0.        ]
"[-0.004909392780571703, 0.008383552792888462, 0.0013876486452457063]","[-0.040075236804542384, 0.05198746370287058, 2.9853218053241037]",1.4545454545454544,3.062703911612811,14.656652382463772,[-0.00406296 -0.00313201  0.        ]
"[0.0, 0.0, 0.0]","[-0.031559248983577134, 0.04094012766601059, 0.26631592169273394]",1.8363636363636362,0.33881529834232166,14.656652382463772,[-0.00406296 -0.00313201  0.        ]
"[-0.00389082450954141, 0.02128285993131307, 0.003952104092893928]","[-0.024997424937486835, 0.032427823893869764, -1.828759665985953]",1.4727272727272727,1.8649633344693493,14.656652382463772,[-0.00406296 -0.00313201  0.        ]
"[0.0017888536246934983, 0.026997930626657084, 0.005350163009904684]","[-0.03116962862575519, 0.04043469399112156, 0.14191695969652598]",1.5636363636363635,0.18296204230153446,14.656652382463772,[-0.00406296 -0.00313201  0.        ]
"[0.0025655598934757468, 0.010566631255746611, 0.002187414748415245]","[-0.028640586583644125, 0.03273723139832456, -0.43635515996428625]",1.5454545454545454,0.49191932133239935,14.657129735780675,[-0.00349245 -0.00305543  0.        ]
"[0.0011877543286774317, 0.0032154460545052305, 0.0006860220323059613]","[-0.028977534661098762, 0.03312237529712838, -0.32607698537563184]",1.4727272727272727,0.3868352256403371,14.657129735780675,[-0.00349245 -0.00305543  0.        ]
"[0.0010290562614931331, 0.0021094933240636132, 0.004479250883153448]","[-0.030408524027078946, 0.034758048151307556, 0.14226489188976946]",1.4909090909090907,0.201871776122432,14.657129735780675,[-0.00349245 -0.00305543  0.        ]
"[0.0, 0.0, 0.0]","[-0.03003768836821213, 0.034334169515316, 0.020895807842334344]",1.5636363636363635,0.08526766572586247,14.657129735780675,[-0.00349245 -0.00305543  0.        ]
"[0.0008446073596747594, 0.0012307259370461857, 0.014585556534772552]","[-0.028713031332418947, 0.03227775697000219, -0.4371657293604223]",1.4909090909090907,0.5123559556202446,14.655860168466868,[-0.00344373 -0.00306342  0.        ]
"[0.0011446391142955203, 0.0006659926919336603, 0.03356502978816725]","[-0.030113667007171094, 0.0338522817002462, 0.020045698475655065]",1.4363636363636363,0.07796392644229133,14.655860168466868,[-0.00344373 -0.00306342  0.        ]
"[0.00033662886389396185, -0.0002118889446895561, 0.004561605850075031]","[-0.03125722398212696, 0.03513781138506567, 0.39333857310131193]",1.309090909090909,0.45572052042701305,14.655860168466868,[-0.00344373 -0.00306342  0.        ]
"[0.0, 0.0, 0.0]","[-0.03429612075816707, 0.03855398749194706, 1.3853298232639388]",1.6363636363636362,1.458179931514053,14.655860168466868,[-0.00344373 -0.00306342  0.        ]
"[0.0, 0.0, 0.0]","[-0.027436896606533662, 0.030843189993557646, -0.8537361413888472]",1.4909090909090907,0.9120162279889386,14.655860168466868,[-0.00344373 -0.00306342  0.        ]
"[0.00021367236456300287, -0.0003934443532904036, 0.0023704758933834526]","[-0.029954183600888806, 0.03333489582583285, 0.013520902475203548]",1.4727272727272727,0.07504662272639516,14.646129029384365,[-0.00339335 -0.00304922  0.        ]
"[0.00016426207437893192, -0.0009725436062286985, 0.02505409115513388]","[-0.03032398833670225, 0.03374643774960857, 0.13479893830822964]",1.4909090909090907,0.17495207892001421,14.646129029384365,[-0.00339335 -0.00304922  0.        ]
