acceleration,a_hat,action,penalty,force_norm,angles
"[1.3322676295501878e-14, -1.7318013197569554e-36, -0.000296306736471305]","[-0.006378236132687348, 0.03276237964777881, -0.2955549960763284]",1.5272727272727271,0.3343993051203366,14.87722373150636,[-0.00344342 -0.00067037  0.        ]
"[6.938893903907228e-16, 1.0253210220975988e-37, 5.332821701107351e-06]","[-0.006548061092972932, 0.03371088327490669, -0.06905125309565215]",1.4727272727272727,0.10931553028523357,14.877177809260639,[-0.00346072 -0.00067222  0.        ]
"[-6.245004513516506e-16, 1.7512042271166704e-37, 2.4090631097645112e-05]","[-0.006774993470692082, 0.035175848175759215, 0.29168027842206873]",1.5272727272727271,0.33360702943742176,14.877113588159656,[-0.00348216 -0.00067068  0.        ]
"[-9.71445146547012e-16, 1.3242597417792478e-37, 2.2390871555173048e-05]","[-0.006585931878373573, 0.034204927107198184, -0.06897029173839572]",1.509090909090909,0.10978354159552167,14.877304127918611,[-0.00351141 -0.0006761   0.        ]
"[-6.938893903907228e-17, -6.07694863142151e-39, -1.5071702975835234e-07]","[-0.006675638189317817, 0.03480013470147725, 0.04847839337230578]",1.5454545454545454,0.08995431698013054,14.877436222392413,[-0.00352995 -0.00067715  0.        ]
"[3.469446951953614e-17, -1.2542927740191804e-38, -1.6991275039059361e-06]","[-0.006509383870095374, 0.03422344676943356, -0.18313601240994093]",1.5272727272727271,0.223867143921966,14.877978122102284,[-0.00355498 -0.00067617  0.        ]
"[6.938893903907228e-17, -1.0087700106923029e-38, -1.6864868029398183e-06]","[-0.0065917167309656145, 0.03480703227570862, -0.06851312340468785]",1.5454545454545454,0.1099101859245592,14.878005607439357,[-0.00357306 -0.00067666  0.        ]
"[0.0, 0.0, 0.0]","[-0.006539179466820262, 0.034567735656433576, -0.18316068730764135]",1.509090909090909,0.2242676024308952,14.877941920684586,[-0.00359075 -0.00067927  0.        ]
"[3.469446951953614e-17, 3.3629284697213353e-40, -6.9785517500693055e-09]","[-0.006748016101997124, 0.035651777281691624, 0.04883777066769889]",1.4909090909090907,0.09123757102993943,14.877983218311511,[-0.00361621 -0.00068446  0.        ]
"[0.0, 8.945759594565596e-40, 1.1916334407079397e-07]","[-0.006822803445699834, 0.03620672671405323, 0.16907001812543926]",1.6545454545454545,0.21209942912184823,14.877987614531271,[-0.00362825 -0.00068371  0.        ]
"[-3.469446951953614e-17, 7.492767524906737e-40, 1.2848631783209956e-07]","[-0.0061426678260565444, 0.032801879437999185, -0.8175829216528923]",1.4363636363636363,0.8565275974032658,14.878465258332971,[-0.00364771 -0.00068309  0.        ]
"[0.0, -1.0653907287261636e-40, -1.5020831190814823e-08]","[-0.007059221346641914, 0.0379148677652241, 0.548390628981568]",1.5272727272727271,0.5933647331142653,14.878518754677735,[-0.00366029 -0.0006815   0.        ]
"[0.0, 0.0, 0.0]","[-0.006652441791805863, 0.035764608422220345, -0.06821471348601926]",1.509090909090909,0.11063176370004547,14.878466718026862,[-0.00367124 -0.00068288  0.        ]
"[0.0, -1.488789797712618e-41, -2.7618399519067874e-09]","[-0.006746528710943023, 0.03630453508698129, 0.04912172906475831]",1.4909090909090907,0.09217279562452257,14.878415327629527,[-0.00368231 -0.00068429  0.        ]
"[0.0, 5.800389588474863e-43, -2.36975240477916e-10]","[-0.006871286855876393, 0.0370052034544411, 0.16979981472210293]",1.5636363636363635,0.21367630526939568,14.879080083659662,[-0.00370799 -0.00068852  0.        ]
"[0.0, 0.07205057136058068, -0.02622128691452584]","[-0.0065659085916140066, 0.03538512857039386, -0.29440769896285557]",1.509090909090909,0.31141776343013056,14.879032560539695,[-0.00371863 -0.00069002  0.        ]
"[0.0, 0.0, 0.0]","[-0.006815531740858125, 0.03437448418826356, 0.0519586132906309]",1.5272727272727271,0.09314862921975259,14.882686048336113,[-0.00348555 -0.00069109  0.        ]
"[0.0, 0.0, 0.0]","[-0.006753544402061182, 0.0340476973526519, -0.06545691566000438]",1.5272727272727271,0.10625815741471746,14.882669311340429,[-0.00349401 -0.00069306  0.        ]
"[0.0, 0.000911527892834196, -0.04582928316411997]","[-0.006781601260386139, 0.03413265558537376, -0.060872747535347674]",1.509090909090909,0.055046193324153406,14.889671025357806,[-0.00350108 -0.00069561  0.        ]
"[0.0, -0.011793784835744982, -0.0009115278679804138]","[-0.006824769324925336, 0.03496821382411152, 0.056992539078809856]",1.5454545454545454,0.11149083493157211,14.890285810061098,[-0.00354394 -0.00069168  0.        ]
"[0.0, 0.04337517978700624, 0.03801507277963688]","[-0.006684433155113857, 0.03423991624667651, -0.17512847023071232]",1.509090909090909,0.2289632397057928,14.89035360926015,[-0.00355373 -0.00069377  0.        ]
"[0.0, 0.10524833188210773, -0.13097293138738017]","[-0.006882365597705836, 0.031535689242374154, 0.05451071461292724]",1.5454545454545454,0.26607865423774685,14.886523135172876,[-0.00319687 -0.00069769  0.        ]
"[0.0, -0.009751486568254641, -0.015806269033680383]","[-0.006748958056941045, 0.02938993003851897, -0.16694289532372195]",1.5272727272727271,0.19702700095375625,14.902979300591216,[-0.00304777 -0.00069988  0.        ]
"[0.0, 7.517135712509226e-06, 0.18956819764526917]","[-0.006800871257972736, 0.0299747333313151, -0.050329993293538926]",1.4727272727272727,0.27666627839238345,14.905751748274884,[-0.00307128 -0.00069683  0.        ]
"[0.0, -5.0704758969011277e-05, -0.00802716180928005]","[-0.0070668192999319476, 0.031009483030726263, 0.29643444555494014]",1.4909090909090907,0.3425886144538474,14.884095338627764,[-0.00306828 -0.00069924  0.        ]
"[0.0, 2.942483965685805e-06, 0.0001842574089806381]","[-0.007007206516934663, 0.03057918326728007, 0.17329144041929354]",1.509090909090909,0.21069063031056193,14.88425345502149,[-0.00306303 -0.00070189  0.        ]
