acceleration,a_hat,action,penalty,force_norm,angles
"[-0.40086276171250135, -0.19998322378978514, -0.02055118256260418]","[-0.006004649291952937, 0.02696200897290717, 0.0197544290273209]",0.7454545454545454,0.6621089567731658,14.88171122028231,[-0.00274289 -0.00061086  0.        ]
"[0.00034276230377213585, 6.194391765484991e-26, -0.006933437287600104]","[-0.012233357819236427, 0.05486790755949688, 10.151269394943277]",1.0727272727272728,10.225646859913383,14.880278011218106,[-0.00274871 -0.00061285  0.        ]
"[-0.00036538508243619955, 5.580766044501319e-26, -0.003909078840050783]","[-0.008464392436883104, 0.03821323379189727, 4.062146767955836]",1.709090909090909,4.112368087942231,14.881089399625875,[-0.00275467 -0.00061017  0.        ]
"[-1.4326138790647647e-05, -6.781223330523606e-27, 0.0006786000483238178]","[-0.005269287454390361, 0.02403857062659209, -1.102758043216568]",0.2909090909090909,1.1327301752070837,14.881527508015186,[-0.00276075 -0.00060516  0.        ]
"[1.3267379280999803e-05, -1.2351158845651087e-27, 6.855180952165811e-05]","[-0.030787183232370473, 0.14154303174207974, 41.344711779374066]",1.9272727272727272,41.51698670991828,14.881430360858799,[-0.00276695 -0.00060184  0.        ]
"[-4.373712513341954e-07, 2.761413144619693e-28, -2.40944915258715e-05]","[-0.004830645906728297, 0.021856652311827297, -2.088542220428874]",1.3636363636363635,2.1152049867846525,14.881417523961277,[-0.00283063 -0.00062561  0.        ]
"[-1.933164135714538e-06, 3.1376269819028216e-28, -2.2397587943442717e-05]","[-0.00690194067200081, 0.03118138890112436, 1.1031550401940862]",1.5999999999999999,1.141258834191019,14.881638775672162,[-0.00285722 -0.00063244  0.        ]
"[-2.47928437537015e-07, 7.648606582710116e-30, 1.5022753191825294e-07]","[-0.005878827700354779, 0.026735051417752655, -0.5090441643859556]",2.0,0.5416579458031574,14.881593788161902,[-0.00287443 -0.00063207  0.        ]
"[2.1207989704674635e-08, -1.9115831030621526e-29, 1.699380028385019e-06]","[-0.004683759029859835, 0.021438499780183886, -2.3692458200500655]",1.2909090909090908,2.3953697994481273,14.881573077240713,[-0.00288122 -0.00062947  0.        ]
"[8.334892942496452e-08, -1.6376676544242107e-29, 1.2298838166991914e-06]","[-0.007306332395785084, 0.03362531771175792, 1.7177693549987818]",1.5818181818181818,1.7586998585714375,14.881368554288061,[-0.00291689 -0.0006338   0.        ]
"[0.0, 0.0, 0.0]","[-0.005941653706823783, 0.02750798454646524, -0.4022934866961699]",1.4727272727272727,0.4357431249494589,14.881347794880465,[-0.00292398 -0.00063157  0.        ]
"[5.6554295864430504e-08, -7.04268673823855e-30, 4.570971797050954e-07]","[-0.006365145901626994, 0.029604105558364534, 0.29456215962225135]",1.7636363636363634,0.330531010539359,14.881331091129223,[-0.00292977 -0.00062993  0.        ]
"[1.2978069383051682e-08, 1.705686911777894e-30, -2.0319192506865938e-07]","[-0.005392778907662116, 0.025128768899825262, -1.372175545605999]",1.5272727272727271,1.4026969031996306,14.881323068844882,[-0.0029781  -0.00063912  0.        ]
"[-4.201603474862647e-09, 5.412417222256836e-31, -3.563028968483963e-08]","[-0.006216686370832265, 0.02916831242783003, -0.06647312926216058]",1.509090909090909,0.10185808822892971,14.881092565492523,[-0.0029936  -0.00063803  0.        ]
"[-1.539401384142991e-09, 7.76424194785418e-32, -1.8636785183749486e-09]","[-0.006276551366889565, 0.029596204298417528, 0.050904379906772976]",1.4909090909090907,0.0867771358963572,14.88107119503358,[-0.00300136 -0.00063651  0.        ]
"[-7.40848354885415e-12, -8.927392075822765e-32, 8.305458467015013e-09]","[-0.0064417218099328, 0.03035035967592142, 0.1707218427318582]",0.5454545454545454,0.20751391590484547,14.880420828043022,[-0.00304089 -0.00064542  0.        ]
"[0.0, 0.0, 0.0]","[-0.017579276696433475, 0.08343677075434, 17.470327592513122]",1.5636363636363635,17.571343639963896,14.88025137364834,[-0.00305849 -0.00064439  0.        ]
"[7.247416555777875e-10, -1.2931761026984132e-31, 9.480870636147937e-09]","[-0.006173209750459642, 0.029426945245524118, -0.2938771150546436]",1.6181818181818182,0.3294772802562397,14.879830058078072,[-0.00309231 -0.00064871  0.        ]
"[1.201740096323789e-10, -7.050579525013274e-33, 2.372506532539599e-10]","[-0.005957286693667155, 0.028513320301050468, -0.6146608224279341]",1.4909090909090907,0.6491314297800763,14.879805327730773,[-0.00310083 -0.00064786  0.        ]
"[5.1423795777161274e-12, 6.0039150148902755e-33, -5.746667346139424e-10]","[-0.006516189311510824, 0.03135685128610573, 0.1698490490728703]",1.4909090909090907,0.20772209025029595,14.87912428958602,[-0.00314201 -0.00065293  0.        ]
"[-5.1854562310715835e-11, 9.567113182781156e-33, 0.09827185863638428]","[-0.006493633224045532, 0.031541723478442, 0.16150538269418394]",1.5272727272727271,0.10126888070843262,14.866685553003052,[-0.00316317 -0.00065122  0.        ]
"[-1.0051334764504816e-11, 2.1875776972826372e-34, 0.009637266358414436]","[-0.006307388274300131, 0.030887886617804526, -0.07987153437956404]",1.4727272727272727,0.1267040756200318,14.860637836750595,[-0.00317445 -0.00064823  0.        ]
"[2.0014198631734814e-12, -4.658015713244046e-34, -0.06669046435638268]","[-0.006626464611867995, 0.03233577860025366, 0.283263945061922]",1.509090909090909,0.38891665263242775,14.864704568940086,[-0.00320369 -0.00065652  0.        ]
"[0.0, 0.0, 0.0]","[-0.006443934108376178, 0.031662182128986, 0.04526246427126561]",1.509090909090909,0.08336858050862779,14.87256692415848,[-0.00321271 -0.00065386  0.        ]
"[1.6927084733886488e-12, -2.3990222122578704e-34, -0.03977026837057963]","[-0.00649616942176516, 0.03205632551566135, 0.04824272666163063]",1.5999999999999999,0.1265654899713295,14.877066360830439,[-0.00325172 -0.00065896  0.        ]
"[0.0, 0.0, 0.0]","[-0.006128159668548046, 0.030327042046835007, -0.5119200301333848]",1.8181818181818181,0.5483752318487679,14.877010315558323,[-0.00326163 -0.00065908  0.        ]
"[6.616582282070738e-13, 7.114575102076306e-36, -0.004652349123968269]","[-0.0054158235977461045, 0.027118724445357817, -1.6270834890807326]",1.5272727272727271,1.65496568800053,14.878114981134349,[-0.00331405 -0.00066185  0.        ]
"[-1.2427558981897846e-13, 1.816031247569429e-35, 0.0029789306548881653]","[-0.006483691014600858, 0.032508389600610955, -0.0690536812782647]",1.509090909090909,0.11102469254824039,14.877167792647567,[-0.00333728 -0.00066561  0.        ]
"[-5.5441762292218755e-14, 4.395535424483589e-36, 0.0009289186219555098]","[-0.006541240939558739, 0.033002204229789854, 0.04801877321048662]",1.5272727272727271,0.08663329975782427,14.87673315168125,[-0.00334774 -0.00066355  0.        ]
"[-7.632783294297951e-15, -1.656574510189128e-36, -0.00011627413032215074]","[-0.006464862778445228, 0.03297718503355895, -0.06933504536029712]",1.4909090909090907,0.10866081904197152,14.876740463047875,[-0.0033855 -0.0006637  0.       ]
"[9.367506770274758e-15, -2.4352988944212817e-36, -0.00033981406137932553]","[-0.00665450785830513, 0.03406838346363175, 0.16845816379956494]",1.5636363636363635,0.2095208691828905,14.877064005897815,[-0.00341418 -0.00066689  0.        ]
