acceleration,a_hat,action,penalty,force_norm,angles
"[0.0, 0.0007061203349932946, 0.046740811430596316]","[0.08778362738596532, 0.0711168004556664, 35.64172138637262]",0.7454545454545454,35.75317488244867,14.875154768974653,[-0.00156466  0.00193136  0.        ]
"[0.0, -0.00019114696139719417, -0.03801507283761902]","[0.038625734967033705, 0.03149273063040484, 10.13649983425401]",1.2545454545454544,10.244824519650464,14.869255379305313,[-0.00157886  0.00193646  0.        ]
"[0.0, 0.0, 0.0]","[0.022946177935756807, 0.019064895647366176, 2.0457136507466585]",1.8181818181818181,2.0877247243297816,14.873578759638745,[-0.00160807  0.00193545  0.        ]
"[0.0, -0.0001432230645516397, -0.02867539159415524]","[0.01585951567235992, 0.013249650211118787, -1.629616212877181]",2.0,1.630193210231056,14.873472528793005,[-0.00161968  0.00193872  0.        ]
"[0.0, 0.0, 0.0]","[0.01446029848588986, 0.012339146338280742, -2.371425996165092]",1.6545454545454545,2.3982254409892625,14.877196586090156,[-0.0016588   0.00194396  0.        ]
"[0.0, 0.0, 0.0]","[0.017499822318201234, 0.014985946405777792, -0.8183413566458669]",1.5818181818181818,0.850827125369846,14.877156775133082,[-0.00166665  0.00194623  0.        ]
"[0.0, -5.506759951746237e-05, -0.011094876823727055]","[0.018326034786771285, 0.015749170580427064, -0.40495688321348033]",1.5454545454545454,0.4279922793564691,14.87711730372085,[-0.00167454  0.00194853  0.        ]
"[0.0, -2.1914973654876824e-06, -0.026712046863441117]","[0.018732732078408545, 0.016596773796801162, -0.1828866545736743]",1.5272727272727271,0.1915063050828084,14.878316355106719,[-0.00172396  0.00194583  0.        ]
"[0.0, 2.8528232595692593e-05, 0.0256494101717989]","[0.019043700024960204, 0.01717902489560078, -0.06261545837673937]",1.4363636363636363,0.12445906523650356,14.886966104939221,[-0.00176242  0.00195372  0.        ]
"[0.0, -2.00755386273177e-06, 0.005552479614114884]","[0.020271383720726732, 0.018400401296837204, 0.5477079468998773]",1.0,0.5808292598571891,14.8774870199353,[-0.00177649  0.00195713  0.        ]
"[0.0, 8.177064508146925e-08, 0.0003551441756432147]","[0.029072234592465225, 0.026919962692387535, 5.0683785551133695]",1.418181818181818,5.1240155264519345,14.878431312086398,[-0.00180933  0.00195399  0.        ]
"[0.0, -5.857413824805757e-09, -2.3782033425455485e-05]","[0.020532166391106686, 0.019091009932421, 0.6811330673494672]",1.4545454545454544,0.7207800315638342,14.878387295996632,[-0.00181972  0.00195709  0.        ]
"[0.0, 1.2369504726050806e-10, 2.1230418718936623e-06]","[0.02004374665738091, 0.01888929632158195, 0.4188798920233356]",1.5454545454545454,0.4578108118367315,14.87842468531296,[-0.00184666  0.00195952  0.        ]
"[0.0, 1.5495590921510427e-12, -0.09827194747064473]","[0.018922213746546, 0.01810913130737081, -0.18268084362555084]",1.727272727272727,0.12144024120727337,14.878639211034107,[-0.00188101  0.00196547  0.        ]
"[0.0, -2.7516183775944114e-13, -0.1040435158049909]","[0.01696592014134322, 0.016434140097161053, -1.1814039180354163]",1.4909090909090907,1.110760462469205,14.903994529490676,[-0.00190461  0.00196624  0.        ]
"[0.0, 1.3704315460216776e-14, 0.14270024897680464]","[0.019676523525919157, 0.01912199867913127, 0.18397986719362752]",1.5454545454545454,0.08007814042185961,14.900171591101946,[-0.00191335  0.00196884  0.        ]
"[0.0, -3.8163916471489756e-16, 0.06436314816184449]","[0.019003326052045372, 0.018558893439244755, -0.17716292494752656]",1.4727272727272727,0.27908829260066154,14.887168441706816,[-0.00192662  0.00197276  0.        ]
"[0.0, 0.0, -0.004935499982878988]","[0.019929085945251085, 0.020127162773947764, 0.2937359518718153]",1.5454545454545454,0.3387277005738931,14.880105962429871,[-0.00199205  0.00197244  0.        ]
"[0.0, 0.0, -0.07277079491699745]","[0.018997269314099993, 0.019471457793352964, -0.1814208620027537]",1.5636363636363635,0.14711879419320922,14.88059078528698,[-0.00202225  0.00197301  0.        ]
"[0.0, 0.0, -0.13683349375471446]","[0.018783918386485694, 0.01961640294997237, -0.2883343979677267]",1.5454545454545454,0.1899012255494703,14.888483144678517,[-0.00206018  0.00197275  0.        ]
"[0.0, 0.0, 0.01031625967581093]","[0.01905309323384107, 0.02005856522778008, -0.16459245166337505]",1.5818181818181818,0.21402036980080713,14.906600254386726,[-0.00207959  0.00197535  0.        ]
"[0.0, 0.0, 0.02568087955798059]","[0.018672488731102756, 0.019870441502044606, -0.3864281667695892]",1.4909090909090907,0.45065197656071715,14.906439664094814,[-0.00210858  0.00198146  0.        ]
"[0.0, 0.0, 0.10846205136499115]","[0.019829441712241904, 0.021186720564466504, 0.18035725022468085]",1.4727272727272727,0.1129113611363981,14.894777279772468,[-0.00212071  0.00198486  0.        ]
"[0.0, 0.0, 0.07007612291735858]","[0.020090618139628445, 0.021535747579727392, 0.29807098586767855]",1.5272727272727271,0.2696212286696758,14.88649500626154,[-0.00213054  0.00198758  0.        ]
"[0.0, 0.0, -0.004998555671130419]","[0.019421953884105628, 0.021513771852751835, -0.06489441240152923]",1.5454545454545454,0.10083158246725626,14.883499815723262,[-0.00220764  0.00199299  0.        ]
