TIME,POSITION_LOCAL:X,POSITION_LOCAL:Y,POSITION_LOCAL:Z,VELOCITY:X,VELOCITY:Y,VELOCITY:Z,ATTITUDE:X,ATTITUDE:Y,ATTITUDE:Z,u_l1:X,u_l1:Y,u_l1:Z,sigma_hat:X,sigma_hat:Y,sigma_hat:Z,U_OUTPUT:X,U_OUTPUT:Y,U_OUTPUT:Z,U_REF:X,U_REF:Y,U_REF:Z,HEADING,FLIGHT_MODE,BATTERY_VOLTAGE,BATTERY_CURRENT
2023-09-25 12:56:41.787923,-0.03324262052774429,0.003171251155436039,3.9494717121124268,0.01,0.0,-0.0,-0.000461892515886575,-0.003371264785528183,-1.8275901311426423e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247076251992127,0.00017171213887344023,0.00045315841971379904,22.247076251992127,0.00017171213887344023,0.00045315841971379904,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.800657,-0.033274777233600616,0.0032443974632769823,3.9494357109069824,0.01,0.0,-0.0,-0.0004541472007986158,0.0018239148193970323,-1.6119188330776524e-06,0.0,0.0,0.0,0.0,0.0,0.0,22.247076251992127,0.00017171213887344023,0.00045315841971379904,22.247076251992127,0.00017171213887344023,0.00045315841971379904,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.843280,-0.03309526666998863,0.0034595869947224855,3.9494388103485107,0.01,0.0,-0.0,-0.0004544666444417089,-0.002791216131299734,3.232606832170859e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247047503666174,0.00016648743845316906,0.00041200360280782073,22.247047503666174,0.00016648743845316906,0.00041200360280782073,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.861808,-0.0330703929066658,0.0034921045880764723,3.949462890625,0.01,0.0,-0.0,-0.00044113799231126904,0.005024013575166464,4.981499660061672e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247047503666174,0.00016648743845316906,0.00041200360280782073,22.247047503666174,0.00016648743845316906,0.00041200360280782073,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.875492,-0.03284124657511711,0.0034525601658970118,3.9494712352752686,0.01,0.0,-0.0,-0.00043748790631070733,0.0019536814652383327,4.8957714170683175e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247047503666174,0.00016648743845316906,0.00041200360280782073,22.247047503666174,0.00016648743845316906,0.00041200360280782073,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.884581,-0.032799385488033295,0.003495048964396119,3.9494898319244385,0.01,0.0,-0.0,-0.00043142749927937984,-0.0035467336419969797,4.880632695858367e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247047503666174,0.00016648743845316906,0.00041200360280782073,22.247047503666174,0.00016648743845316906,0.00041200360280782073,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.904898,-0.03274974972009659,0.003526241285726428,3.949476718902588,0.01,0.0,-0.0,-0.00042258092435076833,-0.0020924045238643885,4.973306931788102e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247047503666174,0.00016648743845316906,0.00041200360280782073,22.247047503666174,0.00016648743845316906,0.00041200360280782073,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.915329,-0.03263135999441147,0.00354636344127357,3.9494705200195312,0.01,0.0,-0.0,-0.00042015762301161885,0.0032390744891017675,4.8462945414939895e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247039233599285,0.00018512405683279764,0.00038612839005356373,22.247039233599285,0.00018512405683279764,0.00038612839005356373,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.925094,-0.0324341282248497,0.0034641698002815247,3.949462652206421,0.01,0.0,-0.0,-0.00041533325565978885,0.004699856508523226,4.450243432074785e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247039233599285,0.00018512405683279764,0.00038612839005356373,22.247039233599285,0.00018512405683279764,0.00038612839005356373,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.933796,-0.03236361965537071,0.0034820029977709055,3.9494471549987793,0.01,0.0,-0.0,-0.00041201128624379635,0.0009407105972059071,2.4911501895985566e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247039233599285,0.00018512405683279764,0.00038612839005356373,22.247039233599285,0.00018512405683279764,0.00038612839005356373,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.943848,-0.032286033034324646,0.00349793559871614,3.9494545459747314,0.01,0.0,-0.0,-0.00041164291906170547,-0.0040705339051783085,2.277944986417424e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247039233599285,0.00018512405683279764,0.00038612839005356373,22.247039233599285,0.00018512405683279764,0.00038612839005356373,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.953481,-0.032201267778873444,0.0035018795169889927,3.949434757232666,0.01,0.0,-0.0,-0.00040951912524178624,-0.004872251767665148,1.9738889022846706e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247039233599285,0.00018512405683279764,0.00038612839005356373,22.247039233599285,0.00018512405683279764,0.00038612839005356373,0,GUIDED,12.587,0.0
2023-09-25 12:56:41.964553,-0.03211002051830292,0.0034925127401947975,3.9494340419769287,0.01,0.0,-0.0,-0.0004107171844225377,-0.0006165015511214733,1.687171788944397e-05,0.0,0.0,0.0,0.0,0.0,0.0,22.247039233599285,0.00018512405683279764,0.00038612839005356373,22.247039233599285,0.00018512405683279764,0.00038612839005356373,0,GUIDED,12.587,0.0
