TIME,POSITION_LOCAL:X,POSITION_LOCAL:Y,POSITION_LOCAL:Z,VELOCITY:X,VELOCITY:Y,VELOCITY:Z,ATTITUDE:X,ATTITUDE:Y,ATTITUDE:Z,u_l1:X,u_l1:Y,u_l1:Z,sigma_hat:X,sigma_hat:Y,sigma_hat:Z,U_OUTPUT:X,U_OUTPUT:Y,U_OUTPUT:Z,U_REF:X,U_REF:Y,U_REF:Z,HEADING,FLIGHT_MODE,BATTERY_VOLTAGE,BATTERY_CURRENT
2023-09-25 12:33:27.504824,-0.03387651592493057,0.043452851474285126,4.9923577308654785,0.01,-0.02,-0.0,-0.0018549322849139571,-0.007511460222303867,0.00010383524931967258,3.1116006483282574,0.0014456241997261349,0.0014661531642893853,-3.9917700133505365,-0.0009284801016236009,-0.0014284686138593679,20.427535006030812,0.00124367542203771,0.0019277429675438177,17.315934357702556,-0.00020194877768842491,0.0004615898032544326,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.615958,-0.03405886888504028,0.04160976782441139,4.992909908294678,0.01,-0.02,-0.0,-0.0018824961734935641,-0.005578727461397648,0.00011570309288799763,3.156182258848954,0.0014460984595686267,0.0014709331837543238,-3.160700620258071,-0.0008028376175558605,-0.0014262703777351247,20.47024679599488,0.0010752831359755691,0.0019247322997263563,17.314064537145924,-0.00037081532359305744,0.00045379911597203244,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.638608,-0.033945295959711075,0.04080579802393913,4.993161678314209,0.01,-0.02,-0.0,-0.001894935267046094,0.003631761996075511,0.00012003115261904895,3.1563364990929665,0.0014243950583471034,0.0014696132788055987,-3.1631805689680186,-0.0007875373650916058,-0.0014253237153076196,20.470232484594266,0.0010392253909500182,0.0019148957370299896,17.3138959855013,-0.00038516966739708517,0.00044528245822439086,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.649267,-0.033945295959711075,0.04080579802393913,4.993161678314209,0.01,-0.02,-0.0,-0.0018985579954460263,0.004229226615279913,0.00011931130575248972,3.155492662758694,0.0014132163748324699,0.0014689423018626696,-3.162627618921645,-0.0007670958123012771,-0.0014175291134327066,20.469388648259994,0.0010280467074353847,0.0019142247600870605,17.3138959855013,-0.00038516966739708517,0.00044528245822439086,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.658201,-0.0339389368891716,0.04043664410710335,4.993299961090088,0.01,-0.02,0.01,-0.0019027963280677795,-0.0009289802401326597,0.00012350539327599108,3.154566772652736,0.0014018413627687634,0.0014682636949683281,-3.1617851792767917,-0.0007607295317674802,-0.001418181320530008,20.468462758154036,0.0010166716953716782,0.001913546153192719,17.3138959855013,-0.00038516966739708517,0.00044528245822439086,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.673425,-0.03392358496785164,0.040249112993478775,4.993401527404785,0.01,-0.02,-0.0,-0.0019044720102101564,-0.006494455970823765,0.00012241661897860467,3.154566772652736,0.0014018413627687634,0.0014682636949683281,-3.1617851792767917,-0.0007607295317674802,-0.001418181320530008,20.468462758154036,0.0010166716953716782,0.001913546153192719,17.3138959855013,-0.00038516966739708517,0.00044528245822439086,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.679308,-0.033900823444128036,0.04004541411995888,4.993466377258301,0.01,-0.02,-0.0,-0.0019079706398770213,-0.006637460086494684,0.00012177012104075402,3.153478443237291,0.0013902853559567617,0.0014675771959397708,-2.279924399897024,-0.0007519782043346748,-0.0014174967074399329,20.46737442873859,0.0010051156885596765,0.0019128596541641617,17.3138959855013,-0.00038516966739708517,0.00044528245822439086,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.719260,-0.03390660136938095,0.039246298372745514,4.99379825592041,0.01,-0.02,0.01,-0.001915898872539401,-0.00151121208909899,0.00010660268890205771,3.138023197591808,0.0013268270235796537,0.0014594554020276728,-3.146353580467373,-0.0007042804759642146,-0.0014114814591462128,20.45008795612987,0.0007627703846581107,0.0019060139801279634,17.312064758538064,-0.000564056638921543,0.0004465585781002905,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.722133,-0.03390660136938095,0.039246298372745514,4.99379825592041,0.01,-0.02,0.01,-0.001915898872539401,-0.00151121208909899,0.00010660268890205771,3.147519981650185,0.0013666882828785242,0.0014661792642559801,-3.156740398963975,-0.000734739023487119,-0.0014164958927080846,20.459584740188248,0.0008026316439569812,0.0019127378423562705,17.312064758538064,-0.000564056638921543,0.0004465585781002905,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.732735,-0.03399064391851425,0.03910166397690773,4.993875026702881,0.01,-0.02,-0.0,-0.0019147618440911174,-0.006617553066462278,0.00010207846207777038,3.1428860944672974,0.0013546745053643733,0.001465467155105256,-2.2710603034517685,-0.0005725344763349307,-0.001417069025933163,20.45495085300536,0.0007906178664428303,0.0019120257332055465,17.312064758538064,-0.000564056638921543,0.0004465585781002905,0,GUIDED,12.587,0.0
2023-09-25 12:33:27.741653,-0.03382885456085205,0.03881727159023285,4.9939351081848145,0.01,-0.02,-0.0,-0.0019147220300510526,-0.005997421685606241,0.00010098117490997538,3.1428860944672974,0.0013546745053643733,0.001465467155105256,-2.2710603034517685,-0.0005725344763349307,-0.001417069025933163,20.45495085300536,0.0007906178664428303,0.0019120257332055465,17.312064758538064,-0.000564056638921543,0.0004465585781002905,0,GUIDED,12.587,0.0
