acceleration,a_hat,action,penalty,force_norm,angles
"[0.0, 0.5, 0.0]","[0.006281826843235304, -0.003766548773273929, 1.7034186957018949]",2.1717171717171717,0.32844827332910415,20.398525736114856,[0.00032714 0.00054561 0.        ]
"[0.0, 0.0, 0.0]","[0.006439027885551122, -0.0038396404385547364, 1.703883144064491]",2.1717171717171717,0.2199554601073568,20.39934880371742,[0.00033348 0.00055924 0.        ]
"[0.0, 0.0, 0.0]","[0.006439027885551122, -0.0038396404385547364, 1.703883144064491]",2.6969696969696972,1.031038339972004,20.39934880371742,[0.00033348 0.00055924 0.        ]
"[0.0, 0.0, 0.0]","[0.006439027885551122, -0.0038396404385547364, 1.703883144064491]",2.6969696969696972,4.344843013674139,20.39934880371742,[0.00033348 0.00055924 0.        ]
"[0.0, 0.0, 0.0]","[0.006439027885551122, -0.0038396404385547364, 1.703883144064491]",1.0,1.668216297868653,20.39934880371742,[0.00033348 0.00055924 0.        ]
"[0.0, 0.0, 0.0]","[0.006439027885551122, -0.0038396404385547364, 1.703883144064491]",1.0,0.5053333195687554,20.39934880371742,[0.00033348 0.00055924 0.        ]
"[0.0, 0.0, 0.0]","[0.006479109116724025, -0.0038775365173500027, 1.7039942474804999]",1.4848484848484849,0.24358510847782672,20.399545709842435,[0.00033677 0.00056272 0.        ]
"[0.0, 0.0, 0.0]","[0.006479109116724025, -0.0038775365173500027, 1.7039942474804999]",1.4848484848484849,0.06835784244976507,20.399545709842435,[0.00033677 0.00056272 0.        ]
"[0.0, 0.0, 0.0]","[0.006479109116724025, -0.0038775365173500027, 1.7039942474804999]",1.9090909090909092,0.22619482319003395,20.399545709842435,[0.00033677 0.00056272 0.        ]
"[0.0, 0.0, 0.0]","[0.005285747623597181, -0.0031633483960148393, -0.41672283252055947]",1.9090909090909092,0.18613861474576796,20.399545709842435,[0.00033677 0.00056272 0.        ]
"[0.0, 0.0, 0.0]","[0.005422633184523635, -0.003385686341440259, -0.4161450675267284]",1.9696969696969697,1.2075888724106767,20.400800789482933,[0.00036041 0.00057725 0.        ]
"[0.0, 0.0, 0.0]","[0.005422633184523635, -0.003385686341440259, -0.4161450675267284]",1.9696969696969697,0.1410114651568625,20.400800789482933,[0.00036041 0.00057725 0.        ]
"[0.0, 0.0, 0.0]","[0.005422633184523635, -0.003385686341440259, -0.4161450675267284]",2.090909090909091,0.4497765713894825,20.400800789482933,[0.00036041 0.00057725 0.        ]
"[0.0, 0.0, 0.0]","[0.005422633184523635, -0.003385686341440259, -0.4161450675267284]",2.090909090909091,0.23822424766829584,20.400800789482933,[0.00036041 0.00057725 0.        ]
"[0.0, 0.0, 0.0]","[0.005337913678035759, -0.0035685307281594276, -0.4159479735321662]",2.191919191919192,0.5618014097210781,20.401228863398398,[0.00037987 0.00056822 0.        ]
"[0.0, 0.0, 0.0]","[0.005337913678035759, -0.0035685307281594276, -0.4159479735321662]",2.191919191919192,0.14454245953825487,20.401228863398398,[0.00037987 0.00056822 0.        ]
"[0.0, 0.0, 0.0]","[0.005337913678035759, -0.0035685307281594276, -0.4159479735321662]",1.98989898989899,0.7603949632443461,20.401228863398398,[0.00037987 0.00056822 0.        ]
"[0.0, 0.0, 0.0]","[0.005337913678035759, -0.0035685307281594276, -0.4159479735321662]",1.98989898989899,0.1648110945918181,20.401228863398398,[0.00037987 0.00056822 0.        ]
"[0.0, 0.0, 0.0]","[0.005337913678035759, -0.0035685307281594276, -0.4159479735321662]",3.0,0.254685010562125,20.401228863398398,[0.00037987 0.00056822 0.        ]
"[0.0, 0.0, 0.0]","[0.005337913678035759, -0.0035685307281594276, -0.4159479735321662]",3.0,0.40937115933777657,20.401228863398398,[0.00037987 0.00056822 0.        ]
"[0.0, 0.0, 0.0]","[0.005331988002559007, -0.0038073260507658197, -0.4158592088582961]",2.0505050505050506,1.0450033099667433,20.40142183140063,[0.00040529 0.00056759 0.        ]
"[0.0, 0.0, 0.0]","[0.005331988002559007, -0.0038073260507658197, -0.4158592088582961]",2.0505050505050506,0.14127003162583004,20.40142183140063,[0.00040529 0.00056759 0.        ]
"[0.0, 0.0, 0.0]","[0.005331988002559007, -0.0038073260507658197, -0.4158592088582961]",2.3333333333333335,0.16768756279585376,20.40142183140063,[0.00040529 0.00056759 0.        ]
"[0.0, -0.5, 0.0]","[0.005331988002559007, -0.0038073260507658197, -0.4158592088582961]",2.3333333333333335,0.1504998951840837,20.40142183140063,[0.00040529 0.00056759 0.        ]
"[0.0, 0.5, 0.0]","[0.005331988002559007, -0.0038073260507658197, -0.4158592088582961]",2.212121212121212,0.2567715798615793,20.40142183140063,[0.00040529 0.00056759 0.        ]
"[0.0, 0.0, 0.0]","[0.005292340554525651, 0.008539746967415341, -0.4158748086790911]",2.212121212121212,0.0820314588733644,20.401394658368687,[-0.00090905  0.00056337  0.        ]
"[0.0, -0.5, 0.0]","[0.005292340554525651, 0.008539746967415341, -0.4158748086790911]",1.8282828282828283,0.17803275652371936,20.401394658368687,[-0.00090905  0.00056337  0.        ]
"[0.0, 0.5, 0.0]","[0.005292340554525651, 0.008539746967415341, -0.4158748086790911]",1.8282828282828283,0.022311578824844813,20.401394658368687,[-0.00090905  0.00056337  0.        ]
"[0.0, 0.0, 0.0]","[0.005292340554525651, 0.008539746967415341, -0.4158748086790911]",2.1515151515151514,0.16845562768360597,20.401394658368687,[-0.00090905  0.00056337  0.        ]
"[0.0, -0.5, 0.0]","[0.005292340554525651, 0.008539746967415341, -0.4158748086790911]",2.1515151515151514,0.5187259511094059,20.401394658368687,[-0.00090905  0.00056337  0.        ]
"[0.0, 0.0, 0.0]","[0.004148894670091985, 0.006639501395213928, -2.2453075024628433]",2.575757575757576,0.18353547084734897,20.401757359450663,[-0.0008777   0.00054846  0.        ]
"[0.0, -0.5, 0.0]","[0.004148894670091985, 0.006639501395213928, -2.2453075024628433]",2.575757575757576,0.0739255095872324,20.401757359450663,[-0.0008777   0.00054846  0.        ]
"[0.0, 0.5, 0.0]","[0.004148894670091985, 0.006639501395213928, -2.2453075024628433]",2.1313131313131315,0.3686738155051798,20.401757359450663,[-0.0008777   0.00054846  0.        ]
"[0.0, 0.0, 0.0]","[0.004148894670091985, 0.006639501395213928, -2.2453075024628433]",2.1313131313131315,0.1315737557453902,20.401757359450663,[-0.0008777   0.00054846  0.        ]
"[0.0, -0.5, 0.0]","[0.004148894670091985, 0.006639501395213928, -2.2453075024628433]",2.1717171717171717,0.1418981093910208,20.401757359450663,[-0.0008777   0.00054846  0.        ]
"[0.0, 0.0, 0.0]","[0.004029452512287943, -0.003583639127497425, -2.245322165346892]",2.1717171717171717,0.3289612244430948,20.40171207103266,[0.00047373 0.00053267 0.        ]
"[0.0, 0.5, 0.0]","[0.004029452512287943, -0.003583639127497425, -2.245322165346892]",1.9292929292929295,0.16789067194024282,20.40171207103266,[0.00047373 0.00053267 0.        ]
"[0.0, -0.5, 0.0]","[0.004029452512287943, -0.003583639127497425, -2.245322165346892]",1.9292929292929295,0.10994679644901419,20.40171207103266,[0.00047373 0.00053267 0.        ]
"[0.0, 0.5, 0.0]","[0.004029452512287943, -0.003583639127497425, -2.245322165346892]",1.6666666666666667,0.14919669444723885,20.40171207103266,[0.00047373 0.00053267 0.        ]
"[0.5, 0.0, 0.0]","[-0.006160466363284776, -0.0038031992710844237, -2.245383430141464]",1.6666666666666667,0.18558659405379502,20.40155100183155,[ 0.00050276 -0.00081438  0.        ]
"[0.0, -0.5, 0.0]","[-0.006160466363284776, -0.0038031992710844237, -2.245383430141464]",2.1313131313131315,0.026798130673636854,20.40155100183155,[ 0.00050276 -0.00081438  0.        ]
"[0.0, 0.5, 0.0]","[-0.006160466363284776, -0.0038031992710844237, -2.245383430141464]",2.1313131313131315,0.40207524396216016,20.40155100183155,[ 0.00050276 -0.00081438  0.        ]
"[0.0, 0.0, 0.0]","[-0.006160466363284776, -0.0038031992710844237, -2.245383430141464]",2.1313131313131315,0.24964991020671257,20.40155100183155,[ 0.00050276 -0.00081438  0.        ]
"[0.0, 0.0, 0.0]","[-0.006160466363284776, -0.0038031992710844237, -2.245383430141464]",2.1313131313131315,0.1392813493724568,20.40155100183155,[ 0.00050276 -0.00081438  0.        ]
"[0.0, 0.0, 0.0]","[-0.0063100482494955305, -0.0038828759748846587, -2.2454811355034847]",2.111111111111111,0.1414077605257738,20.40128793524872,[ 0.0005133  -0.00083416  0.        ]
"[0.0, 0.0, 0.0]","[-0.0063100482494955305, -0.0038828759748846587, -2.2454811355034847]",2.111111111111111,0.09053588414297514,20.40128793524872,[ 0.0005133  -0.00083416  0.        ]
