time,throttle,x
0.0003914833068847656,0.800000011920929,"[-0.02224338799715042, 0.4626918435096741, 3.406803846359253, 0.019828347215557658, 0.06196257127571089, 0.006254250656273606]"
0.007110118865966797,0.800000011920929,"[-0.020748421549797058, 0.4630223214626312, 3.405870199203491, 0.017002700379266367, 0.0653863575057835, 0.01409764733755018]"
0.013594388961791992,0.800000011920929,"[-0.020748421549797058, 0.4630223214626312, 3.405870199203491, 0.016494313832512437, 0.06873787623173036, 0.015394889659591168]"
0.02198481559753418,0.800000011920929,"[-0.0178814884275198, 0.46352243423461914, 3.4043562412261963, 0.018194395551782927, 0.07031209990963644, 0.012918799289711184]"
0.029403209686279297,0.800000011920929,"[-0.0178814884275198, 0.46352243423461914, 3.4043562412261963, 0.01960408867587504, 0.07057695387819479, 0.010714076968556755]"
0.035462379455566406,0.800000011920929,"[-0.0178814884275198, 0.46352243423461914, 3.4043562412261963, 0.020195454299057884, 0.07034648160894028, 0.009739438262066094]"
0.04110121726989746,0.800000011920929,"[-0.0178814884275198, 0.46352243423461914, 3.4043562412261963, 0.02025393158620007, 0.071413104132659, 0.008299707935269181]"
0.0472104549407959,0.800000011920929,"[-0.0178814884275198, 0.46352243423461914, 3.4043562412261963, 0.02013668171229321, 0.0748955797059837, 0.00486627559393402]"
0.0538640022277832,0.800000011920929,"[-0.0178814884275198, 0.46352243423461914, 3.4043562412261963, 0.020033085134344052, 0.07852045106834826, 0.0013796437471723416]"
0.060270071029663086,0.800000011920929,"[-0.01658122055232525, 0.46376001834869385, 3.403792142868042, 0.01998753390159633, 0.07897204437451943, -0.0002929902447412389]"
0.06551265716552734,0.800000011920929,"[-0.01658122055232525, 0.46376001834869385, 3.403792142868042, 0.019981671718726925, 0.0757008680306235, -0.0005946545713479521]"
0.07034540176391602,0.800000011920929,"[-0.01658122055232525, 0.46376001834869385, 3.403792142868042, 0.019989687767811036, 0.0718207229175099, -0.00036491993197107877]"
0.07588982582092285,0.800000011920929,"[-0.01658122055232525, 0.46376001834869385, 3.403792142868042, 0.019997277856314426, 0.06980965545724632, -0.0001110093188324974]"
